,Month,SalesSystemCode,TITULO,SupervisorEmployeeID,Monthly Subscribers,Churned Subscribers,MonthsofEmploymentRounded,Exit Date,Características (D),Características (I),Características (S),Características (C),Motivación (D),Motivación (I),Motivación (S),Motivación (C),Bajo Stress (D),Bajo Stress (I),Bajo Stress (S),Bajo Stress (C),Rental Charge,Cost to Company,Revenue Per CtC
1110,2018-02-01,802828.0,SALES EXECUTIVE,1812401,,,3.0,2018-04-20,65.0,55.0,57.0,60.0,75.0,82.0,40.0,55.0,45.0,30.0,79.0,74.0,,1533.33,
1111,2018-02-01,782829.0,SALES EXECUTIVE,91868,,,3.0,,75.0,20.0,48.0,79.0,75.0,74.0,40.0,55.0,79.0,6.0,69.0,92.0,,1533.33,
1112,2018-02-01,802830.0,SALES EXECUTIVE,Aff - 90708,,,3.0,2018-03-23,87.0,25.0,40.0,53.0,86.0,25.0,58.0,33.0,87.0,45.0,40.0,74.0,,1533.33,
1113,2018-02-01,802831.0,SALES EXECUTIVE,94051,32.0,4.0,3.0,2018-03-28,43.0,86.0,57.0,79.0,22.0,90.0,58.0,73.0,69.0,75.0,69.0,84.0,480.8825,1533.33,0.31361970352109464
1114,2018-02-01,802832.0,SALES EXECUTIVE,1812401,,,3.0,2018-03-06,43.0,25.0,81.0,53.0,22.0,58.0,75.0,33.0,69.0,18.0,89.0,74.0,,1533.33,
1115,2018-02-01,802833.0,SALES EXECUTIVE,Aff - 90671,,,3.0,2018-04-13,70.0,62.0,20.0,60.0,59.0,82.0,60.0,55.0,87.0,45.0,18.0,74.0,,1533.33,
1116,2018-02-01,802835.0,SALES EXECUTIVE,Aff - 90708,,,3.0,2018-03-23,60.0,55.0,57.0,60.0,59.0,74.0,40.0,55.0,60.0,45.0,79.0,74.0,,1533.33,
1117,2018-02-01,802849.0,SALES EXECUTIVE,91868,,,3.0,2018-03-07,65.0,25.0,33.0,70.0,59.0,58.0,30.0,84.0,69.0,18.0,60.0,60.0,,1533.33,
1118,2018-02-01,802850.0,SALES EXECUTIVE,Aff - 687,29.0,4.0,3.0,,75.0,72.0,30.0,60.0,75.0,74.0,40.0,55.0,79.0,75.0,30.0,74.0,472.09749999999997,1533.33,0.30789034323987663
1119,2018-02-01,812853.0,SALES EXECUTIVE,1812401,,,3.0,,48.0,72.0,40.0,85.0,40.0,74.0,65.0,84.0,60.0,75.0,30.0,84.0,,1533.33,
1120,2018-02-01,94051.0,SALES EXECUTIVE,6831,,,78.0,,,,,,,,,,,,,,,1658.33,
1155,2018-02-01,802876.0,SALES EXECUTIVE,91868,,,1.0,2018-07-11,43.0,43.0,33.0,90.0,40.0,58.0,30.0,93.0,45.0,45.0,60.0,84.0,,1533.33,
1156,2018-02-01,812878.0,SALES EXECUTIVE,91868,68.0,3.0,1.0,,67.0,43.0,30.0,85.0,85.0,25.0,30.0,84.0,45.0,75.0,40.0,84.0,963.95,1533.33,0.6286644101400221
1157,2018-02-01,802879.0,SALES EXECUTIVE,Aff - 687,,,1.0,2018-05-29,84.0,55.0,20.0,79.0,85.0,40.0,30.0,73.0,87.0,75.0,18.0,84.0,,1533.33,
1158,2018-02-01,802880.0,SALES EXECUTIVE,Aff - 687,,,1.0,2018-04-02,65.0,55.0,62.0,70.0,69.0,58.0,58.0,73.0,60.0,60.0,79.0,74.0,,1533.33,
1159,2018-02-01,802881.0,SALES EXECUTIVE,Aff - 687,,,1.0,2018-07-27,,,,,,,,,,,,,,1533.33,
1160,2018-02-01,802882.0,SALES EXECUTIVE,Aff - 90708,,,1.0,2018-03-16,40.0,55.0,48.0,85.0,30.0,40.0,58.0,84.0,45.0,75.0,60.0,84.0,,1533.33,
1161,2018-02-01,802883.0,SALES EXECUTIVE,Aff - 90708,,,1.0,2018-04-02,65.0,20.0,81.0,53.0,59.0,25.0,84.0,55.0,69.0,30.0,79.0,60.0,,1533.33,
1162,2018-02-01,802884.0,SALES EXECUTIVE,Aff - 90671,,,1.0,2018-07-27,67.0,43.0,57.0,53.0,40.0,74.0,65.0,73.0,95.0,30.0,60.0,48.0,,1533.33,
1163,2018-02-01,802885.0,SALES EXECUTIVE,Aff - 90671,49.0,2.0,1.0,2018-05-28,60.0,62.0,62.0,53.0,59.0,40.0,75.0,73.0,60.0,86.0,60.0,48.0,675.7499999999999,1533.33,0.4407074797988691
1164,2018-02-01,812887.0,SALES EXECUTIVE,91868,,,1.0,2018-07-18,48.0,62.0,57.0,53.0,40.0,82.0,75.0,55.0,60.0,45.0,40.0,60.0,,1533.33,
1165,2018-02-01,802888.0,SALES EXECUTIVE,91868,30.0,4.0,1.0,2018-07-27,52.0,55.0,71.0,34.0,59.0,40.0,75.0,55.0,45.0,75.0,69.0,31.0,439.64000000000004,1533.33,0.2867223624399184
1166,2018-02-01,802889.0,SALES EXECUTIVE,94051,37.0,4.0,1.0,2018-04-20,70.0,72.0,48.0,60.0,75.0,74.0,65.0,55.0,69.0,75.0,40.0,74.0,520.0774999999999,1533.33,0.33918171561242516
1167,2018-02-01,802890.0,SALES EXECUTIVE,Aff - 687,70.0,7.0,1.0,2018-07-27,48.0,7.0,81.0,94.0,40.0,25.0,75.0,84.0,60.0,6.0,89.0,96.0,999.6525,1533.33,0.651948699888478
1168,2018-02-01,802891.0,SALES EXECUTIVE,Aff - 90671,,,1.0,2018-06-29,84.0,33.0,25.0,60.0,85.0,58.0,30.0,73.0,87.0,30.0,30.0,60.0,,1533.33,
1169,2018-02-01,802892.0,SALES EXECUTIVE,Aff - 90708,38.0,4.0,1.0,2018-05-28,75.0,55.0,30.0,53.0,86.0,58.0,30.0,33.0,60.0,60.0,40.0,74.0,585.84,1533.33,0.3820703958052083
1170,2018-02-01,802893.0,SALES EXECUTIVE,1812401,,,1.0,2018-07-02,90.0,10.0,25.0,90.0,85.0,10.0,40.0,93.0,99.0,18.0,18.0,84.0,,1533.33,
1171,2018-02-01,802896.0,SALES EXECUTIVE,1812401,,,1.0,2018-03-27,60.0,79.0,40.0,34.0,30.0,74.0,75.0,33.0,87.0,86.0,18.0,48.0,,1533.33,
1172,2018-02-01,802877.0,SALES EXECUTIVE,Aff - 687,,,1.0,2018-03-19,,,,,,,,,,,,,,1533.33,
1173,2018-02-01,782886.0,SALES EXECUTIVE,1812401,,,1.0,,65.0,79.0,20.0,70.0,59.0,82.0,40.0,73.0,69.0,75.0,11.0,74.0,,1533.33,
1174,2018-02-01,782895.0,SALES EXECUTIVE,91868,,,1.0,2018-06-29,52.0,43.0,48.0,60.0,59.0,40.0,58.0,55.0,45.0,60.0,60.0,74.0,,1533.33,
1175,2018-02-01,802897.0,SALES EXECUTIVE,Aff - 90708,,,1.0,,60.0,7.0,75.0,70.0,59.0,25.0,84.0,33.0,60.0,6.0,69.0,92.0,,1533.33,
1176,2018-02-01,782898.0,SALES EXECUTIVE,Aff - 90671,,,1.0,2018-07-27,80.0,43.0,20.0,53.0,86.0,40.0,30.0,73.0,69.0,60.0,18.0,48.0,,1533.33,
1177,2018-02-01,782899.0,SALES EXECUTIVE,1812401,,,1.0,2018-06-29,,,,,,,,,,,,,,1533.33,
1178,2018-02-01,782900.0,SALES EXECUTIVE,1812401,,,1.0,2018-05-03,65.0,43.0,33.0,94.0,59.0,40.0,58.0,93.0,69.0,60.0,30.0,92.0,,1533.33,
1179,2018-02-01,802901.0,SALES EXECUTIVE,94051,53.0,4.0,1.0,,60.0,25.0,75.0,53.0,59.0,58.0,75.0,18.0,60.0,18.0,79.0,84.0,753.0525,1533.33,0.4911222633092681
1180,2018-02-01,782902.0,SALES EXECUTIVE,Aff - 687,,,1.0,2018-03-27,33.0,96.0,33.0,85.0,40.0,96.0,30.0,55.0,32.0,86.0,60.0,96.0,,1533.33,
1191,2018-02-01,782924.0,SALES EXECUTIVE,Aff - 90671,,,0.0,,52.0,86.0,25.0,42.0,30.0,90.0,58.0,18.0,79.0,75.0,11.0,74.0,,1533.33,
1192,2018-02-01,802926.0,SALES EXECUTIVE,1812401,,,0.0,2018-04-30,48.0,25.0,71.0,85.0,40.0,25.0,75.0,73.0,60.0,45.0,69.0,92.0,,1533.33,
1193,2018-02-01,802927.0,SALES EXECUTIVE,94051,,,0.0,2018-08-31,70.0,43.0,40.0,79.0,85.0,40.0,40.0,73.0,60.0,60.0,60.0,84.0,,1533.33,
1194,2018-02-01,802928.0,SALES EXECUTIVE,Aff - 90671,,,0.0,,75.0,33.0,40.0,60.0,85.0,25.0,65.0,33.0,69.0,60.0,30.0,84.0,,1533.33,
1195,2018-02-01,802929.0,SALES EXECUTIVE,Aff - 687,,,0.0,2018-05-29,43.0,20.0,75.0,70.0,45.0,25.0,75.0,55.0,40.0,30.0,79.0,84.0,,1533.33,
1196,2018-02-01,802930.0,SALES EXECUTIVE,1812401,,,0.0,2018-07-27,65.0,20.0,81.0,60.0,69.0,25.0,84.0,55.0,60.0,30.0,79.0,74.0,,1533.33,
1197,2018-02-01,802931.0,SALES EXECUTIVE,1812401,,,0.0,2018-06-01,,,,,,,,,,,,,,1533.33,
1198,2018-03-01,700894.0,SALES EXECUTIVE,1812401,,,38.0,,75.0,55.0,25.0,90.0,85.0,58.0,30.0,84.0,69.0,60.0,30.0,92.0,,1533.33,
1199,2018-03-01,700915.0,SALES EXECUTIVE,1812887,,,37.0,,60.0,25.0,75.0,85.0,40.0,74.0,65.0,84.0,79.0,6.0,89.0,84.0,,1533.33,
1200,2018-03-01,701111.0,SALES EXECUTIVE,94051,79.0,1.0,33.0,,43.0,72.0,48.0,60.0,59.0,82.0,30.0,55.0,32.0,60.0,79.0,74.0,1236.7000000000003,1533.33,0.806545231620069
1201,2018-03-01,91868.0,SALES SUPERVISOR,7935,,,70.0,,,,,,,,,,,,,,,1953.33,
1202,2018-03-01,701055.0,SALES EXECUTIVE,Aff - 687,,,35.0,2018-05-25,,,,,,,,,,,,,,1533.33,
1203,2018-03-01,701450.0,SALES EXECUTIVE,1812429,,,18.0,2018-03-28,52.0,62.0,40.0,70.0,59.0,58.0,58.0,84.0,45.0,75.0,40.0,60.0,,1533.33,
1204,2018-03-01,701447.0,SALES EXECUTIVE,Aff - 687,60.0,3.0,18.0,,48.0,7.0,40.0,96.0,30.0,25.0,58.0,96.0,69.0,6.0,40.0,92.0,984.8000000000002,1533.33,0.6422622657875344
1205,2018-03-01,,SALES EXECUTIVE,8592,,,12.0,,23.0,72.0,88.0,53.0,30.0,82.0,89.0,7.0,23.0,60.0,89.0,92.0,,1533.33,
1207,2018-03-01,812401.0,SALES SUPERVISOR,8592,,,12.0,2018-03-20,70.0,15.0,57.0,70.0,75.0,10.0,75.0,73.0,69.0,30.0,40.0,74.0,,1908.33,
1208,2018-03-01,812406.0,SALES EXECUTIVE,1812965,,,12.0,,67.0,43.0,40.0,85.0,45.0,74.0,30.0,93.0,87.0,30.0,69.0,74.0,,1533.33,
1209,2018-03-01,812408.0,SALES EXECUTIVE,1812401,,,12.0,2018-05-01,67.0,55.0,48.0,25.0,69.0,40.0,58.0,33.0,69.0,75.0,60.0,31.0,,1533.33,
1210,2018-03-01,812409.0,SALES EXECUTIVE,1812429,,,12.0,,40.0,15.0,62.0,99.0,40.0,40.0,58.0,96.0,40.0,10.0,79.0,99.0,,1533.33,
1211,2018-03-01,812410.0,SALES EXECUTIVE,7935,,,12.0,,60.0,55.0,71.0,70.0,59.0,58.0,89.0,55.0,60.0,60.0,40.0,84.0,,1533.33,
1212,2018-03-01,812412.0,SALES EXECUTIVE,7935,,,12.0,,48.0,25.0,71.0,60.0,59.0,40.0,75.0,18.0,40.0,30.0,69.0,92.0,,1533.33,
1213,2018-03-01,2411.0,SALES EXECUTIVE,1812401,8.0,2.0,12.0,2018-07-05,67.0,72.0,40.0,70.0,45.0,58.0,40.0,84.0,87.0,86.0,60.0,60.0,128.22,1533.33,0.08362192091721939
1214,2018-03-01,802429.0,SALES EXECUTIVE,7935,12.0,4.0,12.0,,65.0,62.0,57.0,42.0,69.0,74.0,58.0,33.0,60.0,60.0,69.0,60.0,155.97,1658.33,0.09405245035668414
1215,2018-03-01,2430.0,SALES EXECUTIVE,1812401,,,12.0,,70.0,62.0,48.0,34.0,75.0,74.0,58.0,33.0,69.0,60.0,60.0,48.0,,1533.33,
1216,2018-03-01,2438.0,SALES EXECUTIVE,91868,,,12.0,2018-04-12,52.0,55.0,33.0,60.0,69.0,58.0,40.0,55.0,40.0,60.0,40.0,74.0,,1533.33,
1217,2018-03-01,812461.0,SALES EXECUTIVE,1812887,,,12.0,2018-06-29,80.0,10.0,33.0,85.0,86.0,25.0,40.0,33.0,69.0,10.0,40.0,98.0,,1533.33,
1218,2018-03-01,802462.0,SALES EXECUTIVE,Aff - 687,,,12.0,2018-04-12,87.0,86.0,20.0,13.0,85.0,90.0,40.0,7.0,95.0,75.0,11.0,31.0,,1533.33,
1219,2018-03-01,2467.0,SALES EXECUTIVE,1812887,,,12.0,,46.0,72.0,71.0,60.0,45.0,58.0,75.0,73.0,45.0,86.0,69.0,60.0,,1533.33,
1220,2018-03-01,802480.0,SALES EXECUTIVE,91868,60.0,6.0,11.0,,80.0,62.0,20.0,70.0,75.0,74.0,40.0,55.0,87.0,60.0,11.0,84.0,893.8300000000002,1533.33,0.5829338759432087
1221,2018-03-01,802482.0,SALES EXECUTIVE,1812401,50.0,3.0,11.0,,65.0,15.0,71.0,53.0,69.0,25.0,58.0,33.0,60.0,18.0,89.0,74.0,757.5900000000001,1533.33,0.4940815088728455
1222,2018-03-01,802486.0,SALES EXECUTIVE,91868,53.0,3.0,11.0,2018-07-27,60.0,7.0,62.0,94.0,40.0,10.0,65.0,93.0,79.0,10.0,69.0,92.0,870.0800000000002,1533.33,0.5674447118363302
1223,2018-03-01,802490.0,SALES EXECUTIVE,Aff - 687,,,11.0,2018-07-27,40.0,79.0,75.0,53.0,40.0,82.0,75.0,73.0,40.0,75.0,79.0,48.0,,1533.33,
1224,2018-03-01,802495.0,SALES EXECUTIVE,1812429,46.0,3.0,11.0,2018-07-27,65.0,72.0,30.0,79.0,75.0,74.0,30.0,55.0,45.0,75.0,40.0,92.0,698.1000000000001,1533.33,0.4552835984426054
1225,2018-03-01,802496.0,SALES EXECUTIVE,1812887,,,11.0,2018-04-13,70.0,95.0,20.0,25.0,85.0,95.0,11.0,7.0,60.0,86.0,40.0,60.0,,1533.33,
1226,2018-03-01,802499.0,SALES EXECUTIVE,1812887,38.0,5.0,11.0,,87.0,25.0,4.0,85.0,86.0,25.0,30.0,55.0,87.0,45.0,2.0,96.0,610.8600000000001,1533.33,0.3983878225822231
1227,2018-03-01,802513.0,SALES EXECUTIVE,1812429,37.0,2.0,10.0,,84.0,7.0,40.0,90.0,85.0,25.0,40.0,84.0,87.0,6.0,60.0,92.0,588.8800000000001,1533.33,0.38405300881088883
1228,2018-03-01,802576.0,SALES EXECUTIVE,91868,,,9.0,,,,,,,,,,,,,,,1533.33,
1229,2018-03-01,802590.0,SALES EXECUTIVE,1812964,10.0,3.0,9.0,2018-05-31,52.0,43.0,62.0,70.0,69.0,74.0,65.0,33.0,40.0,30.0,69.0,92.0,147.97,1533.33,0.09650238370083414
1230,2018-03-01,802581.0,SALES EXECUTIVE,Aff - 687,,,9.0,2018-08-31,67.0,15.0,40.0,94.0,59.0,25.0,65.0,93.0,79.0,18.0,30.0,92.0,,1533.33,
1231,2018-03-01,802589.0,SALES EXECUTIVE,Aff - 687,,,9.0,2018-05-28,43.0,55.0,40.0,85.0,40.0,58.0,30.0,84.0,45.0,60.0,69.0,84.0,,1533.33,
1232,2018-03-01,802574.0,SALES EXECUTIVE,1812965,,,9.0,2018-03-28,65.0,33.0,57.0,79.0,59.0,58.0,65.0,73.0,69.0,30.0,60.0,84.0,,1533.33,
1233,2018-03-01,802545.0,SALES EXECUTIVE,94051,,,9.0,2018-07-27,52.0,15.0,40.0,94.0,59.0,10.0,58.0,96.0,45.0,30.0,40.0,84.0,,1533.33,
1234,2018-03-01,802588.0,SALES EXECUTIVE,1812964,,,9.0,2018-08-31,,,,,,,,,,,,,,1533.33,
1235,2018-03-01,802573.0,SALES EXECUTIVE,91868,,,9.0,2018-07-12,,,,,,,,,,,,,,1533.33,
1236,2018-03-01,802575.0,SALES EXECUTIVE,1812401,,,9.0,,,,,,,,,,,,,,,1533.33,
1237,2018-03-01,802610.0,SALES EXECUTIVE,1812887,70.0,6.0,9.0,,48.0,33.0,85.0,70.0,40.0,40.0,84.0,84.0,60.0,45.0,89.0,60.0,997.2600000000001,1533.33,0.650388370409501
1238,2018-03-01,802612.0,SALES EXECUTIVE,1812429,,,9.0,,,,,,,,,,,,,,,1533.33,
1239,2018-03-01,802614.0,SALES EXECUTIVE,Aff - 687,,,9.0,2018-07-02,84.0,55.0,62.0,20.0,96.0,74.0,65.0,7.0,99.0,45.0,69.0,48.0,,1533.33,
1240,2018-03-01,802640.0,SALES EXECUTIVE,94051,,,9.0,2018-07-27,60.0,86.0,33.0,25.0,45.0,74.0,65.0,18.0,69.0,95.0,18.0,48.0,,1533.33,
1241,2018-03-01,802620.0,SALES EXECUTIVE,1812965,,,9.0,2018-05-29,67.0,55.0,16.0,79.0,59.0,40.0,18.0,73.0,79.0,75.0,18.0,94.0,,1533.33,
1242,2018-03-01,802622.0,SALES EXECUTIVE,1812965,,,9.0,2018-03-27,95.0,25.0,10.0,70.0,95.0,40.0,11.0,55.0,95.0,30.0,18.0,84.0,,1533.33,
1243,2018-03-01,802623.0,SALES EXECUTIVE,1812401,,,9.0,2018-05-10,,,,,,,,,,,,,,1533.33,
1244,2018-03-01,2628.0,SALES EXECUTIVE,Aff - 687,10.0,3.0,9.0,2018-03-16,40.0,43.0,71.0,85.0,30.0,40.0,89.0,73.0,45.0,60.0,40.0,42.0,172.97,1533.33,0.11280676697123256
1245,2018-03-01,802632.0,SALES EXECUTIVE,1812965,,,9.0,,67.0,62.0,33.0,42.0,59.0,74.0,40.0,33.0,79.0,60.0,40.0,60.0,,1533.33,
1246,2018-03-01,802636.0,SALES EXECUTIVE,1812965,,,9.0,,,,,,,,,,,,,,,1533.33,
1247,2018-03-01,802637.0,SALES EXECUTIVE,94051,,,9.0,2018-03-27,65.0,72.0,25.0,42.0,69.0,40.0,30.0,33.0,60.0,95.0,30.0,60.0,,1533.33,
1248,2018-03-01,802673.0,SALES EXECUTIVE,1812964,71.0,3.0,7.0,2018-08-01,40.0,33.0,62.0,90.0,30.0,25.0,75.0,93.0,45.0,60.0,60.0,84.0,1015.7900000000002,1533.33,0.6624731792895203
1249,2018-03-01,802678.0,SALES EXECUTIVE,Aff - 687,60.0,3.0,7.0,2018-07-27,,,,,,,,,,,,,896.3100000000002,1533.33,0.5845512707636322
1250,2018-03-01,802679.0,SALES EXECUTIVE,1812964,53.0,4.0,7.0,,80.0,25.0,33.0,70.0,90.0,25.0,40.0,18.0,60.0,45.0,40.0,96.0,888.8300000000002,1533.33,0.579672999289129
1251,2018-03-01,802681.0,SALES EXECUTIVE,1812964,,,7.0,2018-08-31,40.0,86.0,71.0,70.0,10.0,90.0,58.0,33.0,69.0,75.0,89.0,92.0,,1533.33,
1252,2018-03-01,802685.0,SALES EXECUTIVE,1812429,,,7.0,,84.0,43.0,40.0,42.0,75.0,58.0,40.0,33.0,95.0,45.0,60.0,60.0,,1533.33,
1253,2018-03-01,802674.0,SALES EXECUTIVE,91868,,,6.0,2018-04-30,70.0,62.0,30.0,60.0,75.0,40.0,40.0,55.0,69.0,86.0,30.0,74.0,,1533.33,
1254,2018-03-01,802680.0,SALES EXECUTIVE,1812429,,,6.0,2018-03-23,43.0,33.0,57.0,85.0,40.0,58.0,58.0,73.0,45.0,30.0,69.0,92.0,,1533.33,
1255,2018-03-01,802706.0,SALES EXECUTIVE,91868,,,6.0,,84.0,33.0,40.0,60.0,85.0,25.0,40.0,84.0,87.0,60.0,60.0,48.0,,1533.33,
1256,2018-03-01,802707.0,SALES EXECUTIVE,91868,,,6.0,,60.0,72.0,60.0,30.0,59.0,74.0,30.0,55.0,60.0,75.0,40.0,74.0,,1533.33,
1257,2018-03-01,802708.0,SALES EXECUTIVE,1812429,,,6.0,,67.0,43.0,40.0,34.0,69.0,74.0,58.0,18.0,69.0,30.0,40.0,60.0,,1533.33,
1258,2018-03-01,802709.0,SALES EXECUTIVE,Aff - 687,,,6.0,,75.0,86.0,20.0,25.0,75.0,82.0,18.0,18.0,79.0,86.0,30.0,48.0,,1533.33,
1259,2018-03-01,802717.0,SALES EXECUTIVE,91868,,,6.0,2018-03-16,23.0,86.0,57.0,79.0,30.0,82.0,40.0,93.0,23.0,86.0,79.0,60.0,,1533.33,
1260,2018-03-01,802760.0,SALES EXECUTIVE,7935,,,5.0,,70.0,55.0,16.0,53.0,86.0,40.0,11.0,33.0,45.0,75.0,30.0,74.0,,1533.33,
1261,2018-03-01,802761.0,SALES EXECUTIVE,1812887,,,5.0,2018-03-23,67.0,55.0,57.0,60.0,69.0,40.0,40.0,73.0,69.0,75.0,79.0,60.0,,1533.33,
1262,2018-03-01,802765.0,SALES EXECUTIVE,1812429,,,5.0,2018-04-20,23.0,86.0,62.0,85.0,22.0,90.0,65.0,84.0,32.0,75.0,69.0,84.0,,1533.33,
1263,2018-03-01,812766.0,SALES EXECUTIVE,1812965,63.0,3.0,5.0,,33.0,95.0,40.0,85.0,22.0,96.0,40.0,84.0,45.0,75.0,60.0,84.0,988.8000000000002,1533.33,0.6448709671107982
1264,2018-03-01,802774.0,SALES EXECUTIVE,1812401,79.0,7.0,5.0,2018-05-18,80.0,96.0,2.0,34.0,69.0,90.0,30.0,33.0,95.0,99.0,2.0,48.0,1180.91,1533.33,0.7701603699138477
1265,2018-03-01,802775.0,SALES EXECUTIVE,1812965,44.0,4.0,5.0,2018-07-27,60.0,55.0,33.0,90.0,45.0,74.0,40.0,84.0,69.0,45.0,40.0,92.0,624.8700000000001,1533.33,0.40752479896695437
1266,2018-03-01,812776.0,SALES EXECUTIVE,1812964,,,5.0,2018-03-23,,,,,,,,,,,,,,1533.33,
1267,2018-03-01,802785.0,SALES EXECUTIVE,1812429,41.0,4.0,5.0,,90.0,43.0,10.0,34.0,90.0,58.0,11.0,18.0,87.0,45.0,18.0,60.0,632.86,1533.33,0.4127356798601736
1268,2018-03-01,802788.0,SALES EXECUTIVE,Aff - 687,,,5.0,2018-03-26,60.0,62.0,30.0,85.0,45.0,90.0,30.0,73.0,69.0,30.0,40.0,92.0,,1533.33,
1269,2018-03-01,802796.0,SALES EXECUTIVE,1812964,72.0,6.0,5.0,,60.0,62.0,30.0,70.0,69.0,40.0,30.0,84.0,45.0,86.0,40.0,60.0,1121.5,1533.33,0.7314146335100729
1270,2018-03-01,802799.0,SALES EXECUTIVE,1812964,49.0,3.0,5.0,,,,,,,,,,,,,,696.3500000000001,1533.33,0.45414229161367753
1271,2018-03-01,2787.0,SALES EXECUTIVE,1812964,64.0,3.0,4.0,2018-08-25,,,,,,,,,,,,,940.8000000000002,1533.33,0.6135665512316333
1272,2018-03-01,782827.0,SALES EXECUTIVE,91868,,,4.0,2018-03-23,60.0,20.0,75.0,90.0,40.0,40.0,75.0,84.0,79.0,18.0,79.0,92.0,,1533.33,
1273,2018-03-01,802828.0,SALES EXECUTIVE,1812429,,,4.0,2018-04-20,65.0,55.0,57.0,60.0,75.0,82.0,40.0,55.0,45.0,30.0,79.0,74.0,,1533.33,
1274,2018-03-01,782829.0,SALES EXECUTIVE,1812964,,,4.0,,75.0,20.0,48.0,79.0,75.0,74.0,40.0,55.0,79.0,6.0,69.0,92.0,,1533.33,
1275,2018-03-01,802830.0,SALES EXECUTIVE,1812401,,,4.0,2018-03-23,87.0,25.0,40.0,53.0,86.0,25.0,58.0,33.0,87.0,45.0,40.0,74.0,,1533.33,
1276,2018-03-01,802831.0,SALES EXECUTIVE,1812401,,,4.0,2018-03-28,43.0,86.0,57.0,79.0,22.0,90.0,58.0,73.0,69.0,75.0,69.0,84.0,,1533.33,
1277,2018-03-01,802832.0,SALES EXECUTIVE,1812965,,,4.0,2018-03-06,43.0,25.0,81.0,53.0,22.0,58.0,75.0,33.0,69.0,18.0,89.0,74.0,,1533.33,
1278,2018-03-01,802833.0,SALES EXECUTIVE,1812887,,,4.0,2018-04-13,70.0,62.0,20.0,60.0,59.0,82.0,60.0,55.0,87.0,45.0,18.0,74.0,,1533.33,
1279,2018-03-01,802835.0,SALES EXECUTIVE,94051,,,4.0,2018-03-23,60.0,55.0,57.0,60.0,59.0,74.0,40.0,55.0,60.0,45.0,79.0,74.0,,1533.33,
1280,2018-03-01,802849.0,SALES EXECUTIVE,1812429,,,4.0,2018-03-07,65.0,25.0,33.0,70.0,59.0,58.0,30.0,84.0,69.0,18.0,60.0,60.0,,1533.33,
1281,2018-03-01,802850.0,SALES EXECUTIVE,94051,50.0,4.0,4.0,,75.0,72.0,30.0,60.0,75.0,74.0,40.0,55.0,79.0,75.0,30.0,74.0,758.8300000000002,1533.33,0.49489020628305724
1282,2018-03-01,812853.0,SALES EXECUTIVE,91868,,,4.0,,48.0,72.0,40.0,85.0,40.0,74.0,65.0,84.0,60.0,75.0,30.0,84.0,,1533.33,
1283,2018-03-01,94051.0,SALES EXECUTIVE,6831,,,79.0,,,,,,,,,,,,,,,1658.33,
1318,2018-03-01,802876.0,SALES EXECUTIVE,94051,,,2.0,2018-07-11,43.0,43.0,33.0,90.0,40.0,58.0,30.0,93.0,45.0,45.0,60.0,84.0,,1533.33,
1319,2018-03-01,812878.0,SALES EXECUTIVE,1812965,,,2.0,,67.0,43.0,30.0,85.0,85.0,25.0,30.0,84.0,45.0,75.0,40.0,84.0,,1533.33,
1320,2018-03-01,802879.0,SALES EXECUTIVE,91868,,,2.0,2018-05-29,84.0,55.0,20.0,79.0,85.0,40.0,30.0,73.0,87.0,75.0,18.0,84.0,,1533.33,
1321,2018-03-01,802880.0,SALES EXECUTIVE,1812964,,,2.0,2018-04-02,65.0,55.0,62.0,70.0,69.0,58.0,58.0,73.0,60.0,60.0,79.0,74.0,,1533.33,
1322,2018-03-01,802881.0,SALES EXECUTIVE,1812887,,,2.0,2018-07-27,,,,,,,,,,,,,,1533.33,
1323,2018-03-01,802882.0,SALES EXECUTIVE,1812401,,,2.0,2018-03-16,40.0,55.0,48.0,85.0,30.0,40.0,58.0,84.0,45.0,75.0,60.0,84.0,,1533.33,
1324,2018-03-01,802883.0,SALES EXECUTIVE,94051,58.0,6.0,2.0,2018-04-02,65.0,20.0,81.0,53.0,59.0,25.0,84.0,55.0,69.0,30.0,79.0,60.0,1010.7600000000001,1533.33,0.6591927373755161
1325,2018-03-01,802884.0,SALES EXECUTIVE,1812401,,,2.0,2018-07-27,67.0,43.0,57.0,53.0,40.0,74.0,65.0,73.0,95.0,30.0,60.0,48.0,,1533.33,
1326,2018-03-01,802885.0,SALES EXECUTIVE,1812887,76.0,3.0,2.0,2018-05-28,60.0,62.0,62.0,53.0,59.0,40.0,75.0,73.0,60.0,86.0,60.0,48.0,1028.5,1533.33,0.6707623277441908
1327,2018-03-01,812887.0,SALES EXECUTIVE,91868,,,2.0,2018-07-18,48.0,62.0,57.0,53.0,40.0,82.0,75.0,55.0,60.0,45.0,40.0,60.0,,1658.33,
1328,2018-03-01,802888.0,SALES EXECUTIVE,1812887,,,2.0,2018-07-27,52.0,55.0,71.0,34.0,59.0,40.0,75.0,55.0,45.0,75.0,69.0,31.0,,1533.33,
1329,2018-03-01,802889.0,SALES EXECUTIVE,1812887,38.0,3.0,2.0,2018-04-20,70.0,72.0,48.0,60.0,75.0,74.0,65.0,55.0,69.0,75.0,40.0,74.0,604.8800000000001,1533.33,0.3944878141039438
1330,2018-03-01,802890.0,SALES EXECUTIVE,91868,,,2.0,2018-07-27,48.0,7.0,81.0,94.0,40.0,25.0,75.0,84.0,60.0,6.0,89.0,96.0,,1533.33,
